plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,judgment_entry_date,violation_status
HSK3090,NY,PAS,4651737079,01/03/2019,07:47A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMVVZM3BPZWtFelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
ZBZW97,NJ,PAS,8477139520,09/14/2017,04:52P,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,65.0,0.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQVkZWNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
12127MJ,NY,COM,8488360721,03/14/2019,10:22A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,15.0,100.0,0.0,84.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FOUVUVEpOUkdONVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
JXX1213,PA,PAS,8511718606,06/08/2017,09:43A,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkZsM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GVA7673,NY,PAS,8511718679,06/08/2017,11:47A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkZrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
42873JZ,NY,COM,8523522906,05/16/2017,10:11A,FIRE HYDRANT,115.0,0.0,0.0,10.0,105.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYW10M1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
61108MC,NY,COM,8523522918,05/16/2017,10:20A,FAIL TO DISP. MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYW10NFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
GHN7741,NY,PAS,8529707229,04/14/2017,02:56P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPZWtsNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,ADMIN CLAIM GRANTED
EMK2619,NY,PAS,8529707278,04/14/2017,03:22P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPZWtrelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
36063MJ,NY,COM,8511853807,03/06/2017,10:27A,EXPIRED MUNI METER,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOZW1kM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
0L4MUSIC,NJ,PAS,8074052977,10/31/2016,05:10P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,25.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYW1zelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
HJN6860,NY,PAS,8074052813,10/31/2016,01:49P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,25.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYW1kNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
GHJ1089,NY,PAS,8511853339,03/02/2017,01:02P,EXPIRED MUNI METER,65.0,10.0,0.0,0.0,75.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOZWsxNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
R55GHL,NJ,PAS,8204541818,07/14/2016,09:11A,FAIL TO DSPLY MUNI METER RECPT,35.0,30.0,0.0,0.0,65.0,0.0,114.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVWVEJOVkdkNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HEG4880,NY,PAS,8204541211,07/09/2016,03:15P,EXPIRED MUNI METER,35.0,60.0,0.17,0.12,95.05,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVWVEJOVkVsNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10/27/2016,
Y612RR,NY,PAS,8511718680,06/08/2017,11:48A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkZrMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AN356U,NJ,PAS,8484305960,08/29/2017,08:17A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVUWGRPVkdzeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HMJ5913,NY,OMS,8580153207,05/08/2019,10:40A,NO STANDING-EXC. TRUCK LOADING,95.0,0.0,0.0,0.0,95.0,0.0,77.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMUVSVEZOZWtsM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GGZ3662,NY,PAS,8755728900,09/10/2019,04:12P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,90.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVZM2xQUkd0M1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HEH9127,NY,PAS,4646074692,05/25/2018,01:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkZrMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GBY2841,NY,PAS,8074053106,11/01/2016,03:45P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOZWtWM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
12243MG,NY,COM,8501341861,10/30/2018,03:25P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,37.0,28.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmQwMVVUVEJOVkdjeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HWA1289,NY,PAS,4645834393,05/18/2018,07:06A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkUwMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
BN01889,PA,PAS,8497311309,05/17/2017,05:47P,UNAUTHORIZED BUS LAYOVER,115.0,0.0,0.0,115.0,0.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZUWGhOVkUxM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
ELP3857,NY,PAS,5096315757,05/06/2017,11:19A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,1.66,0.0,76.66,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhPVkdNeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
37710JV,NY,COM,8497066420,06/19/2017,01:38P,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,33.0,82.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYWxGNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
T630428C,NY,OMT,4645834411,05/18/2018,07:09A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkZGNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GMX5649,NY,PAS,8529707874,04/19/2017,01:12P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,47.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPZW1jelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
549192,NY,PAS,4645834423,05/18/2018,07:10A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkZGNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GMR4835,NY,PAS,5103517530,09/16/2018,04:38P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWxWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HFJ2961,NY,PAS,8308028500,07/31/2016,10:13A,DOUBLE PARKING,115.0,30.0,0.0,0.0,145.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGxQUkZWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HRC2831,NY,PAS,4646074722,05/25/2018,01:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkdONVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T700119C,NY,OMT,4009472881,09/25/2018,06:06P,BUS LANE VIOLATION,115.0,25.0,0.0,0.0,140.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYW1jMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
940PCE,CT,PAS,8755831382,09/05/2019,10:17A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVaM3BOVkUwMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T724006C,NY,OMT,4645834435,05/18/2018,07:18A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.08,0.0,75.08,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkZGNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/09/2018,
60184MJ,NY,COM,8485822043,07/05/2017,09:05A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOYWtFd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HSR6479,NY,PAS,4009472893,09/25/2018,06:06P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYW1jMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FZW5524,NY,PAS,5103517565,09/16/2018,04:41P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWxVeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
DBB9793,NY,PAS,4646074709,05/25/2018,01:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkdOM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
53859ME,NY,COM,8485821970,07/05/2017,08:33A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,25.0,40.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOVkdzelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
T685489C,NY,OMT,8497066716,06/21/2017,04:50P,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,0.0,65.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYW1ONFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XDAN37,NJ,PAS,8511718886,06/09/2017,09:53A,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkdjMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GPN6137,NY,PAS,8523523248,05/17/2017,09:36A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,50.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOZWtrd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
79641JV,NY,COM,8523523352,05/17/2017,11:05A,NO STANDING-BUS STOP,115.0,0.0,0.0,10.0,105.0,0.0,50.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOZWsweFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HBS2086,NY,PAS,8529707989,04/20/2017,12:14P,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPZW1zMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
14378MH,NY,COM,8485821993,07/05/2017,08:39A,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,7.0,58.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOVkdzMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
99626MB,NY,COM,8485822006,07/05/2017,08:43A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOYWtGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
FYT5677,NY,PAS,8511854769,03/15/2017,09:15A,NO STANDING-BUS STOP,115.0,10.0,0.0,0.0,125.0,0.0,23.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZPUkdNeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
7E22A,NY,OMT,8308029127,08/03/2016,08:11A,NO PARKING-STREET CLEANING,45.0,30.0,0.0,0.0,75.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGxQVkVWNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
94889JW,NY,COM,8511854472,03/13/2017,08:45A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZPUkZFelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
GGS5748,NY,PAS,7462583835,01/23/2014,03:48P,FAIL TO DSPLY MUNI METER RECPT,35.0,60.0,22.23,0.0,117.23,0.0,70.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFWVFJOZW1kNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05/15/2014,
79565MJ,NY,COM,8755832313,09/07/2019,04:24P,BIKE LANE,115.0,0.0,0.0,0.0,115.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVaM3BOYWsxNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HMJ6671,NY,OMS,8580153256,05/10/2019,08:16A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,88.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMUVSVEZOZWtreFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HGM7718,NY,PAS,8512843720,06/13/2018,09:09A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMXFaekJOZW1ONVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GWN3497,NY,PAS,8499186063,02/25/2018,12:22P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VOVVSVFJPYWtFeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
70773ME,NY,COM,8485822067,07/05/2017,09:50A,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOYWtFeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
C74JUF,NJ,PAS,4645834460,05/18/2018,07:21A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkZFeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XDYV75,NJ,PAS,8497066790,06/22/2017,09:52A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYW1NMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2370NYP,NJ,PAS,8497066819,06/22/2017,10:12A,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,65.0,0.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYW1kNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
BDP6173,NY,PAS,4645834484,05/18/2018,07:25A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.21,0.21,75.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkZFMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/09/2018,
XDXE65,NJ,PAS,8511718953,06/09/2017,11:08A,EXPIRED MUNI METER,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkdzeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GRTLIF,PA,PAS,8511718977,06/09/2017,11:13A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkdzelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GMZ5388,NY,PAS,8523523467,05/18/2017,08:40A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOZWxFeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HKZ1381,NY,PAS,8523523480,05/18/2017,08:42A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOZWxFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FPL5020,NY,PAS,8529708118,04/20/2017,02:19P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RQUkVWNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
DVZ7102,NY,PAS,8529708179,04/20/2017,04:17P,EXPIRED MUNI METER,35.0,0.0,0.0,35.0,0.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RQUkVVelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
8ZB770,MA,PAS,8511719015,06/09/2017,12:51P,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQVkVGNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
80993MD,NY,COM,8511855270,03/20/2017,10:07A,EXPIRED MUNI METER,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZPVkVrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
53006ML,NY,COM,8755867595,09/05/2019,02:46P,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,0.0,65.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVaekpPZWxVMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HKM7350,NY,OMS,8580212601,05/13/2019,04:34P,NO STANDING-EXC. TRUCK LOADING,95.0,0.0,0.0,0.0,95.0,0.0,78.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMUVTWGhOYWxsM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JTT6590,PA,PAS,8580308732,06/29/2018,01:53P,NO STANDING-DAY/TIME LIMITS,115.0,60.0,11.03,0.13,185.9,0.0,84.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMUVUWGRQUkdONlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10/18/2018,
JFN3091,NY,OMS,4654855683,03/28/2019,10:13A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VNUVaekZPVkZrMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
